Rabat,24.04,83.0,2025-08-08T18:42:15.934130
Tangier,24.64,78.0,2025-08-08T18:42:16.099716
Agadir,35.25,33.0,2025-08-08T18:42:16.263137
Marrakesh,40.04,17.0,2025-08-08T18:42:16.455512
