Rabat,24.04,83.0,2025-08-08T18:51:04.935788
Tangier,24.64,78.0,2025-08-08T18:51:05.060404
Agadir,35.25,33.0,2025-08-08T18:51:05.188892
Marrakesh,39.04,19.0,2025-08-08T18:51:05.315748
