Rabat,24.04,83.0,2025-08-08T18:49:17.825537
Tangier,24.64,78.0,2025-08-08T18:49:17.969544
Agadir,35.25,33.0,2025-08-08T18:49:18.112930
Marrakesh,39.04,19.0,2025-08-08T18:49:18.259051
