Rabat,24.04,83.0,2025-08-08T18:38:19.524398
Tangier,24.64,78.0,2025-08-08T18:38:19.656440
Agadir,35.25,33.0,2025-08-08T18:38:19.797288
Marrakesh,40.04,17.0,2025-08-08T18:38:19.934634
