Rabat,24.04,83.0,2025-08-08T18:52:08.892172
Tangier,24.64,78.0,2025-08-08T18:52:09.021679
Agadir,35.25,33.0,2025-08-08T18:52:09.150171
Marrakesh,39.04,19.0,2025-08-08T18:52:09.287161
