Rabat,24.04,83.0,2025-08-08T18:45:21.428594
Tangier,24.64,78.0,2025-08-08T18:45:21.577571
Agadir,35.25,33.0,2025-08-08T18:45:21.718976
Marrakesh,40.04,17.0,2025-08-08T18:45:21.863452
