Rabat,24.04,83.0,2025-08-08T18:39:02.481972
Tangier,24.64,78.0,2025-08-08T18:39:02.633137
Agadir,35.25,33.0,2025-08-08T18:39:02.785068
Marrakesh,40.04,17.0,2025-08-08T18:39:02.936574
