Rabat,24.04,83.0,2025-08-08T18:51:26.236970
Tangier,24.64,78.0,2025-08-08T18:51:26.371317
Agadir,35.25,33.0,2025-08-08T18:51:26.506217
Marrakesh,39.04,19.0,2025-08-08T18:51:26.648369
