Rabat,24.04,83.0,2025-08-08T18:47:19.609135
Tangier,24.64,78.0,2025-08-08T18:47:19.763034
Agadir,35.25,33.0,2025-08-08T18:47:19.905751
Marrakesh,40.04,17.0,2025-08-08T18:47:20.049909
