Rabat,24.04,83.0,2025-08-08T18:40:39.182148
Tangier,24.64,78.0,2025-08-08T18:40:39.328209
Agadir,35.25,33.0,2025-08-08T18:40:39.474846
Marrakesh,40.04,17.0,2025-08-08T18:40:39.615269
