Rabat,24.04,83.0,2025-08-08T18:42:26.763120
Tangier,24.64,78.0,2025-08-08T18:42:26.947057
Agadir,35.25,33.0,2025-08-08T18:42:27.119462
Marrakesh,40.04,17.0,2025-08-08T18:42:27.265003
