Rabat,24.04,83.0,2025-08-08T18:50:00.796508
Tangier,24.64,78.0,2025-08-08T18:50:00.940309
Agadir,35.25,33.0,2025-08-08T18:50:01.088322
Marrakesh,39.04,19.0,2025-08-08T18:50:01.236762
