Rabat,24.04,83.0,2025-08-08T18:41:32.851081
Tangier,24.64,78.0,2025-08-08T18:41:32.994136
Agadir,35.25,33.0,2025-08-08T18:41:33.133849
Marrakesh,40.04,17.0,2025-08-08T18:41:33.281489
