Rabat,24.04,83.0,2025-08-08T18:51:47.572618
Tangier,24.64,78.0,2025-08-08T18:51:47.700134
Agadir,35.25,33.0,2025-08-08T18:51:47.827279
Marrakesh,39.04,19.0,2025-08-08T18:51:47.959690
