Rabat,24.04,83.0,2025-08-08T18:43:32.756211
Tangier,24.64,78.0,2025-08-08T18:43:32.903828
Agadir,35.25,33.0,2025-08-08T18:43:33.050859
Marrakesh,40.04,17.0,2025-08-08T18:43:33.216141
