Rabat,24.04,83.0,2025-08-08T18:47:08.870298
Tangier,24.64,78.0,2025-08-08T18:47:09.012007
Agadir,35.25,33.0,2025-08-08T18:47:09.155138
Marrakesh,40.04,17.0,2025-08-08T18:47:09.302843
