Rabat,24.04,83.0,2025-08-08T18:38:30.240248
Tangier,24.64,78.0,2025-08-08T18:38:30.391200
Agadir,35.25,33.0,2025-08-08T18:38:30.540818
Marrakesh,40.04,17.0,2025-08-08T18:38:30.694351
