Rabat,24.04,83.0,2025-08-08T18:41:43.571509
Tangier,24.64,78.0,2025-08-08T18:41:43.721533
Agadir,35.25,33.0,2025-08-08T18:41:43.870314
Marrakesh,40.04,17.0,2025-08-08T18:41:44.021975
