Rabat,24.04,83.0,2025-08-08T18:42:05.052382
Tangier,24.64,78.0,2025-08-08T18:42:05.199415
Agadir,35.25,33.0,2025-08-08T18:42:05.355786
Marrakesh,40.04,17.0,2025-08-08T18:42:05.511183
