Rabat,24.04,83.0,2025-08-08T18:49:50.078330
Tangier,24.64,78.0,2025-08-08T18:49:50.217025
Agadir,35.25,33.0,2025-08-08T18:49:50.361006
Marrakesh,39.04,19.0,2025-08-08T18:49:50.510833
