Rabat,24.04,83.0,2025-08-08T18:46:04.427024
Tangier,24.64,78.0,2025-08-08T18:46:04.574072
Agadir,35.25,33.0,2025-08-08T18:46:04.722753
Marrakesh,40.04,17.0,2025-08-08T18:46:04.869818
