Rabat,24.04,83.0,2025-08-08T18:52:40.920790
Tangier,24.64,78.0,2025-08-08T18:52:41.056100
Agadir,35.25,33.0,2025-08-08T18:52:41.194342
Marrakesh,39.04,19.0,2025-08-08T18:52:41.325488
