Rabat,24.04,83.0,2025-08-08T18:41:11.369974
Tangier,24.64,78.0,2025-08-08T18:41:11.520506
Agadir,35.25,33.0,2025-08-08T18:41:11.670465
Marrakesh,40.04,17.0,2025-08-08T18:41:11.818039
