Rabat,24.04,83.0,2025-08-08T18:48:45.579015
Tangier,24.64,78.0,2025-08-08T18:48:45.724131
Agadir,35.25,33.0,2025-08-08T18:48:45.872210
Marrakesh,39.04,19.0,2025-08-08T18:48:46.022746
