Rabat,24.04,83.0,2025-08-08T18:38:40.986812
Tangier,24.64,78.0,2025-08-08T18:38:41.133854
Agadir,35.25,33.0,2025-08-08T18:38:41.281463
Marrakesh,40.04,17.0,2025-08-08T18:38:41.426673
