Rabat,24.04,83.0,2025-08-08T18:43:21.977643
Tangier,24.64,78.0,2025-08-08T18:43:22.123693
Agadir,35.25,33.0,2025-08-08T18:43:22.270301
Marrakesh,40.04,17.0,2025-08-08T18:43:22.422208
