Rabat,24.04,83.0,2025-08-08T18:45:10.695997
Tangier,24.64,78.0,2025-08-08T18:45:10.840033
Agadir,35.25,33.0,2025-08-08T18:45:10.986658
Marrakesh,40.04,17.0,2025-08-08T18:45:11.138050
