Rabat,24.04,83.0,2025-08-08T18:45:53.705580
Tangier,24.64,78.0,2025-08-08T18:45:53.848728
Agadir,35.25,33.0,2025-08-08T18:45:53.996327
Marrakesh,40.04,17.0,2025-08-08T18:45:54.137511
