Rabat,24.04,83.0,2025-08-08T18:46:15.159474
Tangier,24.64,78.0,2025-08-08T18:46:15.304115
Agadir,35.25,33.0,2025-08-08T18:46:15.448223
Marrakesh,40.04,17.0,2025-08-08T18:46:15.594282
