Rabat,24.04,83.0,2025-08-08T18:46:36.645370
Tangier,24.64,78.0,2025-08-08T18:46:36.792606
Agadir,35.25,33.0,2025-08-08T18:46:36.944119
Marrakesh,40.04,17.0,2025-08-08T18:46:37.085305
