Rabat,24.04,83.0,2025-08-08T18:39:45.424140
Tangier,24.64,78.0,2025-08-08T18:39:45.574722
Agadir,35.25,33.0,2025-08-08T18:39:45.740328
Marrakesh,40.04,17.0,2025-08-08T18:39:45.882580
