Rabat,24.04,83.0,2025-08-08T18:39:34.702745
Tangier,24.64,78.0,2025-08-08T18:39:34.842941
Agadir,35.25,33.0,2025-08-08T18:39:34.981819
Marrakesh,40.04,17.0,2025-08-08T18:39:35.125549
