Rabat,24.04,83.0,2025-08-08T18:46:47.367386
Tangier,24.64,78.0,2025-08-08T18:46:47.517513
Agadir,35.25,33.0,2025-08-08T18:46:47.669879
Marrakesh,40.04,17.0,2025-08-08T18:46:47.822092
