Rabat,24.04,83.0,2025-08-08T18:43:55.469653
Tangier,24.64,78.0,2025-08-08T18:43:55.614214
Agadir,35.25,33.0,2025-08-08T18:43:55.766733
Marrakesh,40.04,17.0,2025-08-08T18:43:56.006478
