Rabat,24.04,83.0,2025-08-08T18:38:51.735055
Tangier,24.64,78.0,2025-08-08T18:38:51.876771
Agadir,35.25,33.0,2025-08-08T18:38:52.021733
Marrakesh,40.04,17.0,2025-08-08T18:38:52.165602
