Rabat,24.04,83.0,2025-08-08T18:44:38.482095
Tangier,24.64,78.0,2025-08-08T18:44:38.635116
Agadir,35.25,33.0,2025-08-08T18:44:38.784649
Marrakesh,40.04,17.0,2025-08-08T18:44:38.938106
