Rabat,24.04,83.0,2025-08-08T18:45:32.173248
Tangier,24.64,78.0,2025-08-08T18:45:32.321199
Agadir,35.25,33.0,2025-08-08T18:45:32.477554
Marrakesh,40.04,17.0,2025-08-08T18:45:32.623388
