Rabat,24.04,83.0,2025-08-08T18:50:11.510460
Tangier,24.64,78.0,2025-08-08T18:50:11.646769
Agadir,35.25,33.0,2025-08-08T18:50:11.782656
Marrakesh,39.04,19.0,2025-08-08T18:50:11.915680
