Rabat,24.04,83.0,2025-08-08T18:50:22.189206
Tangier,24.64,78.0,2025-08-08T18:50:22.320627
Agadir,35.25,33.0,2025-08-08T18:50:22.453992
Marrakesh,39.04,19.0,2025-08-08T18:50:22.584986
