Rabat,24.04,83.0,2025-08-08T18:40:28.422735
Tangier,24.64,78.0,2025-08-08T18:40:28.572319
Agadir,35.25,33.0,2025-08-08T18:40:28.726196
Marrakesh,40.04,17.0,2025-08-08T18:40:28.876709
