Rabat,24.04,83.0,2025-08-08T18:51:58.227413
Tangier,24.64,78.0,2025-08-08T18:51:58.358551
Agadir,35.25,33.0,2025-08-08T18:51:58.490637
Marrakesh,39.04,19.0,2025-08-08T18:51:58.624263
