Rabat,24.04,83.0,2025-08-08T18:46:25.891946
Tangier,24.64,78.0,2025-08-08T18:46:26.044433
Agadir,35.25,33.0,2025-08-08T18:46:26.198291
Marrakesh,40.04,17.0,2025-08-08T18:46:26.349811
