Rabat,24.04,83.0,2025-08-08T18:51:15.581804
Tangier,24.64,78.0,2025-08-08T18:51:15.713698
Agadir,35.25,33.0,2025-08-08T18:51:15.843138
Marrakesh,39.04,19.0,2025-08-08T18:51:15.974278
