Rabat,24.04,83.0,2025-08-08T18:43:00.271743
Tangier,24.64,78.0,2025-08-08T18:43:00.424210
Agadir,35.25,33.0,2025-08-08T18:43:00.573095
Marrakesh,40.04,17.0,2025-08-08T18:43:00.789365
